document,cluster_id,silhoutte_score,avg_cos_sim_to_centroid,cos_sim_to_centroid,centroid_ratio
"Strikes and staff shortages have already forced airlines including Lufthansa to cancel thousands of flights and caused hours-long queues at major airports, frustrating holidaymakers keen to travel after COVID-19",32,0.01,0.75,0.86,0.93
"such as growth in air traffic across the globe, growing focus on the safety of railways are some of the factors driving the growth of this crew management system market",39,0.01,0.86,0.90,0.92
United Airlines Holdings Inc. and Delta Air Lines Inc. are among carriers cutting back flights to deal with staff shortages,4,0.09,0.86,0.91,0.79
"Air freight capacity has been very tight over the last two years as a consequence of the temporary air traffic collapse caused by the COVID-19 pandemic,",17,0.03,0.85,0.91,0.70
"While travelers across Europe are grappling with disrupted flights amid the staffing crunch and a wave of strikes, the region’s airlines are making money again as travel rebounds from the Covid crisis",32,0.01,0.75,0.91,0.70
This decrease in flight activity impacted the business jet MRO market in 2020,7,0.98,1.00,1.00,0.00
"Speaking to The Points Guy, United Airlines CEO Scott Kirby said air travel would not return to normal operations until the summer",10,0.10,0.85,0.88,0.85
air travel demand rises at Frankfurt,26,0.04,0.77,0.95,0.73
The International Air Transport Association (IATA) World Cargo Symposium (WCS) 2022 will focus on building resilience to further strengthen air cargo's post-pandemic prospects,31,0.02,0.77,0.86,0.97
"Air cargo proved its resilience during the pandemic, and it is emerging stronger",20,-0.00,0.81,0.81,0.89
After a delay of nearly two years owing to the COVID-19 influenced slump in global air travel,0,0.08,0.86,0.81,0.96
"across the globe, the demand for air travel is also increasing at a similar pace",29,0.04,0.84,0.88,0.68
Air transport in Pakistan is forecast to grow by 184% in the next 20 years under the “current trends” scenario,28,0.07,0.90,0.85,0.99
"The second symposium, IATA World Cargo Symposium, will focus on building resilience to further strengthen air cargo’s post-pandemic prospects",31,0.02,0.77,0.81,0.85
"During the COVID-19 pandemic, air cargo delivery remained a critical cog in the supply chain",34,0.06,0.76,0.80,0.93
"On the other hand,        the focus on unit cost is shifting to shipping lines trying to improve their        service levels by investing their massive profits in sizable logistics companies        (Maersk, CGM-CMA, etc.) even trying to integrate other segments such as        air cargo",37,0.02,0.73,0.85,0.83
"punctuality across all UK airports last year was better than before the pandemic, due to the introduction of Covid travel restrictions leading to a drop in flights",4,0.09,0.86,0.89,0.99
The numbers are even more striking in light of the drop in air traffic from Russia following the war in Ukraine,17,0.03,0.85,0.84,0.95
WingX’s Koe said the current tightness in the private-jet market could continue if airlines are forced to continue cutting flights into the winter,32,0.01,0.75,0.86,0.96
"Thus, an increase in aviation will drive the aviation analytics market",37,0.02,0.73,0.80,0.94
"Following the start of the conflict, the demand for air travel to Europe had fallen on certain routes due to heightened uncertainty",29,0.04,0.84,0.86,0.86
The staff shortages resulted from the job losses during the pandemic when airline and airport employees were laid off due to the practical closure of aviation activities,32,0.01,0.75,0.82,0.87
if airlines cut flights through winter,38,-0.03,0.80,0.85,0.86
"in the world against climate change, they still allow elites to travel on private jets while everyday people have to reduce their carbon footprint",37,0.02,0.73,0.81,0.92
"Although only 4% of the Indian population uses air transport, there is room for growth",4,0.09,0.86,0.88,0.99
"Airlines from the US, UK and Europe are scheduled to increase flights into Cape Town International Airport over the coming weeks",35,0.08,0.88,0.84,0.87
Lufthansa and KLM are set to increase flights for the summer season,6,0.05,0.78,0.88,0.77
Lufthansa last week announced plans to cut an as-yet-unspecified number of flights between October,2,0.13,0.85,0.92,0.90
"Lufthansa wants to expand long-haul flights to distant holiday destinations, which will intensify competition with Condor",3,0.09,0.81,0.85,0.84
"COVID-19 has disrupted global manufacturing, supply chains, passenger travel and consumer spending, resulting in flight cancellations",34,0.06,0.76,0.85,0.87
"obtaining a refund has been far and away the top consumer complaint to the Department of Transportation since the beginning of the pandemic, though flight problems (collectively, flight cancellations, delays and misconnections) passed it in June",4,0.09,0.86,0.86,0.86
The IATA expects global passenger travel to return to 2019 levels of activity in 2024 and expand substantially over the next two decades,10,0.10,0.85,0.82,0.85
MSC is the world’s largest container-shipping group and hoped to expand into air cargo through the deal,39,0.01,0.86,0.86,0.95
The agreement further strengthens Sabre's presence in the Vietnam aviation marketplace and the relationship between Sabre and Vietnam Airlines,18,-0.02,0.83,0.82,0.99
"In fact, some airlines have already started cutting flights from their schedules well into the winter",6,0.05,0.78,0.80,0.94
"American Airlines       US-based carrier American Airlines is cutting 31,000 flights in November alone,",35,0.08,0.88,0.88,0.92
"returns to Four Seasons Toronto as senior spa director        Cebu Pacific to increase flights between Mactan Island and Seoul, South Korea",33,0.07,0.88,0.87,0.76
"Los Angeles        Embraer partners with Voar Aviation to enhance MRO services in São Paulo, Brazil        Business Aviation",3,0.09,0.81,0.83,0.96
"While reduced flying activity meant operational costs were lower, the airline reported an uptick in fuel expenses, from the spike in fuel prices",24,0.11,0.82,0.84,0.97
because it launched its greatest UK winter schedule whereas predicting short-haul aviation wouldn’t return to pre-Covid ranges till 2025,10,0.10,0.85,0.89,0.68
We also face significant risks related to the global economic downturn and severe reduction in commercial air traffic caused by the pandemic,34,0.06,0.76,0.83,0.92
"British Airways said last week that it would cut more than 10,000 flights over the winter season, running from Oct 30 through March 25",30,0.11,0.86,0.94,0.66
"British Airways, a unit of International Consolidated Airlines Group SA, last week said it would cut more than 10,000 flights over the winter season, running from Oct. 30 through March 25",30,0.11,0.86,0.94,0.66
"Pandemic travel pattern restrictions sharply reduced international travel, while U.S. domestic",19,0.06,0.85,0.87,0.71
"Meantime, industry experts have warned holidaymakers to expect to keep battling travel chaos until at least next spring as air carriers continue to slash flights",36,0.01,0.75,0.81,0.93
I’m sure that you are aware that British Airways has cut flights into Nigeria and that,4,0.09,0.86,0.87,0.83
Punctuality across the aviation industry in 2021 was better than before the coronavirus pandemic due to the reduction in flights caused by travel restrictions,4,0.09,0.86,0.89,0.98
Domestic bookings have surged in recent months and have returned to pre-Covid-19 levels by April,10,0.10,0.85,0.81,0.85
I am deeply convinced that air traffic growth will eventually return to pre-crisis levels,10,0.10,0.85,0.87,0.85
"British Airways, a unit of the International Consolidated Airlines Group SO,       last week said it would cut more than 10,000 flights during the winter season",30,0.11,0.86,0.84,0.87
The numbers are even more striking in light of the drop in air traffic from Russia following the conflict in Ukraine,17,0.03,0.85,0.85,0.91
WingX’s Mr Koe said the current tightness in the private jet market could continue if airlines are forced to continue cutting flights into the winter,32,0.01,0.75,0.84,0.99
"Expansion of aviation infrastructure across the globe, increasing air traffic and cargo transportation and technological innovations in ground support equipment are some of the factors",24,0.11,0.82,0.88,0.71
"SCHEDULECUTS       Airlines including Lufthansa, British Airways, easyJet, KLM and Wizz Air cut thousands of flights from their summer schedules to try and ease disruption, while major airports including London’s Heathrow and Amsterdam’s Schiphol have extended caps on passenger numbers into autumn",6,0.05,0.78,0.86,0.91
The travel giant said customers may have experienced flight delays in recent days and warned that arriving earlier,21,-0.01,0.82,0.89,0.88
"Notably, the collaboration will be critical in expanding India-Sweden government-to-government engagements in the aviation sector, as well as other existing engagements in areas",24,0.11,0.82,0.83,0.80
"Boeing is looking to expand its supply chain and build an aviation component factory in Viet Nam, which is in line with the city’s investment promotion strategy",39,0.01,0.86,0.91,0.75
"Therefore, the signing of this MoU aims to create a high-end sustainable network development environment and contribute to creating a favourable environment to connect potential businesses of Hanoi and the supply chain network of international high-class aviation services,” she said",31,0.02,0.77,0.82,0.99
Civil Aviation Minister Jyotiraditya Scindia on Friday said that major growth in aviation sector is to come from regional connectivity which is tier II and tier III cities,36,0.01,0.75,0.81,0.96
MEXICO CITY (Reuters) - Airlines using the Benito Juarez International Airport in Mexico City have agreed to temporarily reduce flights at the hub from 61 per hour,12,0.11,0.86,0.89,0.75
"airline Delta is also cutting more than 4,000 November flights due to staff shortages caused by an unexpected number of workers",6,0.05,0.78,0.84,0.97
"Even so, they point out that it will take time to regain normality in the flow of air traffic since flights diverted to alternative aerodromes must return to the airport",38,-0.03,0.80,0.88,0.93
"This is a significant milestone for aviation within the UAE and part of Etihad’s efforts to expand the roles of women in aviation, in particular",24,0.11,0.82,0.87,0.83
"This is a major milestone for the Emirates aviation industry and part of Etihad Airways’ efforts to expand the role of women in aviation, especially",24,0.11,0.82,0.86,0.87
"Travelers may face flight delays or cancellations, long airport check-in lines or TSA screening lines, congested terminals, and other issues boarding or deplaning flights",9,0.02,0.74,0.85,0.92
"To provide them with better connectivity, we reduced 18% VAT in the aviation sector",19,0.06,0.85,0.82,0.91
"The airline also issued an apology for holidaymakers who had faced recent flight delays, and said the company is ""doing everything",30,0.11,0.86,0.83,0.94
"The cancellations follow news that airlines have slashed 290,000 spaces on flights serving UK airports over the bank holiday from Friday, August 26 to Tuesday, August 30",6,0.05,0.78,0.80,0.98
the need to reduce carbon emissions due to the increase in air traffic and air passengers,19,0.06,0.85,0.83,0.95
"A United Airlines flight stayed on a runway in New York for more than six hours, before returning to the terminal",33,0.07,0.88,0.80,0.96
The Ministry of Transport has asked domestic airlines to increase flights during the four-day National Day holiday,9,0.02,0.74,0.87,0.99
"Expansion of aviation infrastructure across the globe, increasing air traffic and cargo transportation and technological innovations in ground support equipment are some of the factors driving aircraft ground support",24,0.11,0.82,0.88,0.73
"Expansion of aviation infrastructure across the globe, increasing air traffic and cargo transportation and technological innovations in ground support equipment are some of the factors driving aircraft ground support equipment market",24,0.11,0.82,0.88,0.72
Aug 25 (Reuters) - Airlines using the Benito Juarez International Airport in Mexico City have provisionally agreed to temporarily reduce flights into the hub from 61 per hour,12,0.11,0.86,0.89,0.75
"the project of passenger and baggage service in transit terminal of Hong Kong International Airport, which has, in turn, expanded the Group’s cross-border airport passenger service from “sea-air transport” to “sea-land-air transport",3,0.09,0.81,0.83,0.91
"In recent news, Etihad Airways will be increasing flights to New York this winter to offer travellers more choice",35,0.08,0.88,0.91,0.72
"While the Pacific Asia Travel Association forecasts that international visitors to APAC will only return to pre-COVID levels in 2024, international flight capacities in the APAC region have nearly doubled since the beginning of 2022",10,0.10,0.85,0.82,0.93
"British Airways (BA) has cut 10,000 more flights",7,0.98,1.00,1.00,0.00
"Amid tourism restrictions because of ongoing COVID spikes, international flights to China have not returned",10,0.10,0.85,0.84,0.93
"the project of passenger and baggage service in transit terminal of Hong Kong International Airport, which has, in turn, expanded the Group's cross-border airport passenger service from ""sea-air transport"" to ""sea-land-air transport",3,0.09,0.81,0.83,0.91
"Thai Vietjet has continuously expanded its international flight network to many top tourist destinations, including Fukuoka (Japan), Phú Quốc (Vietnam),",3,0.09,0.81,0.86,0.66
"Airlines have slashed nearly 290,000 spaces on flights serving UK airports over the August Bank Holiday, new analysis revealed",30,0.11,0.86,0.83,0.98
"Qantas has struggled to cope with a surge in demand for air travel, with staff shortages",29,0.04,0.84,0.87,0.78
Industry projections showed that international air travel would return to pre-pandemic levels in 2023,10,0.10,0.85,0.91,0.59
British Airways has announced it plans to cut thousands of flights from its winter schedule because of airport passenger caps and dwindling demand as fall and winter approach,2,0.13,0.85,0.89,0.79
continuing to recover as borders open and aviation capacity returns,17,0.03,0.85,0.88,0.95
The Independent reported that the United Airlines flight stayed on the New York runway for more than six hours before returning to the terminal,6,0.05,0.78,0.85,1.00
"the Chinese government has taken certain emergency measures, including extension of the Lunar New Year holidays, implementation of travel bans, blockade of certain roads and closure of factories and businesses, and may continue to take further measures to keep this epidemic outbreak in check",32,0.01,0.75,0.84,0.96
"Shawn Richard has been promoted to Senior Vice President International Service Centers (ISC), helping guide SEKO as it moves away from traditional airfreight gateways to the service centres, which have driven growth in airfreight and e-commerce shipping services",31,0.02,0.77,0.82,0.94
AAX is now on a steady course to significantly increase scheduled passenger flight operations to meet strong pent,39,0.01,0.86,0.82,0.98
The increase in flights to Birmingham and East Midlands with flybe is fantastic news for passengers,4,0.09,0.86,0.90,0.77
"Private jet flights have also increased significantly since the Covid-19 pandemic, after health regulations grounded all commercial aircraft",34,0.06,0.76,0.83,0.74
"With the ongoing rise in air travel and rapid growth in passengers, innovation in technology and infrastructure is the prime objective of airport developers",4,0.09,0.86,0.89,0.92
the UK cuts air traffic,26,0.04,0.77,0.88,0.66
"Similarly, holidaymakers who were planning to travel via Eindhoven Airport but missed their flight as a result of the long queues may also be eligible for compensation",4,0.09,0.86,0.87,0.83
I’m sure that you are aware that British Airways has cut flights into Nigeria,4,0.09,0.86,0.87,0.83
"Etihad Airways has increased flights to New York, United States",7,0.98,1.00,1.00,0.00
British Airways said Monday it is reducing the number of its planned flights at London's Heathrow airport through the winter as the aviation sector continues to struggle with staffing issues amid resurging travel demand,36,0.01,0.75,0.85,0.93
"Rather than increasing the number of passengers flying in the UK, we need to be reducing aviation demand",28,0.07,0.90,0.94,0.89
"that it was cutting flights until March, Ryanair",35,0.08,0.88,0.95,0.77
international flights ANA has continued to increase flights in response to recovering demand and the easing of country entry restrictions,6,0.05,0.78,0.83,0.86
"LONDON—British Airways has signaled its intention to cut 5,000 return flights from its London Heathrow schedules over the winter season",6,0.05,0.78,0.82,0.91
The airline said it is cutting flights to comply with an       extension of London Heathrow Airport's cap on departing passengers,30,0.11,0.86,0.85,1.00
The airport had previously announced in June that it was moderating the growth in the number of flights after extensive disruption over the platinum jubilee bank holiday,2,0.13,0.85,0.91,0.76
"the news that British Airways will cut around 10,000 short-haul flights from Heathrow between late October and March – anyone planning on travelling over the next few months should be aware",4,0.09,0.86,0.84,0.85
International Consolidated Airlines Group's British Airways said it is reducing the number of its planned flights at London's Heathrow airport through the winter as the aviation sector continues to struggle with staffing issues amid resurging travel demand,36,0.01,0.75,0.83,0.98
It stated that flights would be reduced from 11 per week to seven per week at the Murtala Muhammed International Airport,12,0.11,0.86,0.95,0.89
"On Monday, British Airways announced it would cut around 10,000 short-haul flights",2,0.13,0.85,0.84,0.64
"British Airways said yesterday it would cut 10,000 short-haul flights",21,-0.01,0.82,0.91,0.67
"Thai Vietjet has continuously expanded its international flight network to many top tourist destinations including Fukuoka (Japan), Phu Quoc (Vietnam),",3,0.09,0.81,0.88,0.70
It is set to significantly increase the number of domestic flights,22,0.36,0.89,0.94,0.46
The Peninsula newspaper reported on 22 August 2022 that Air India has increased flights between Qatar and India,35,0.08,0.88,0.87,0.84
Alliance News) - International Consolidated Airlines Group SA's British Airways said Monday it is reducing the number of its planned flights at London's Heathrow airport through the winter as the aviation sector continues to struggle with staffing issues amid resurging travel demand,36,0.01,0.75,0.85,0.93
British Airways services will be reduced by around one million passengers as the company cuts thousands of flights,12,0.11,0.86,0.91,0.67
The major airline has also announced that it will be cutting thousands of flights from its winter schedule,2,0.13,0.85,0.94,0.49
The national flag carrier has cut flights impacting almost one million customers as it continues to struggle with a cap on departures from Heathrow and staff shortages in the wake,6,0.05,0.78,0.87,0.86
British Airways would make further cancellations up to the end of October and cut thousands of flights from its winter schedule following Heathrow airport's decision to cap capacity to tackle widespread disruption,14,0.05,0.70,0.82,0.96
Canada’s airlines and airports continue to face criticism from some travellers amid lengthy delays and regular cancellations,9,0.02,0.74,0.81,0.86
"While airlines, airports and hotels struggled to get businesses back on track due to staff shortages, average people have spared no moments to travel across the world sans restrictions, masks and PCR tests, which have been confirmed by the figures released by IATA and UN World Trade Organization",9,0.02,0.74,0.83,0.99
Southwest's executives worried whether business travel would soon return,10,0.10,0.85,0.89,0.73
"relative strength       Tue 23 Adds $44 million (3.4%) in MCap, top heavyweight rise in Aerospace & defense sector",8,0.54,0.90,0.92,0.43
"25.76 -4.5 -3.4 Steepest Fall       Thu 25 Loses CNY316 million ($46 million) (1.7%) in MCap, steepest heavyweight fall in Aerospace & defense sector 25.32 -1.7",8,0.54,0.90,0.94,0.37
"3.8 3.5 Top Rise       Thu 25 Adds $83 million (3.4%) in MCap, top heavyweight rise in Aerospace & defense sector",8,0.54,0.90,0.92,0.43
"Wed 24 Loses $9 million (3.1%) in MCap, steepest heavyweight fall in Aerospace & defense sector 10.73 -3.1",8,0.54,0.90,0.94,0.38
"on rising relative strength       Thu 25 Adds CNY3 billion ($424 million) (2.7%) in MCap, top heavyweight rise in Aerospace products/parts sector",8,0.54,0.90,0.89,0.52
"RPC % * Comment       Mon 22 Loses CNY377 million ($55 million) (1.3%) in MCap, steepest heavyweight fall in Aerospace & defense sector 47.78 -1.3",8,0.54,0.90,0.94,0.37
"2.4       Thu 25 Adds CNY289 million ($42 million) (1.1%) in MCap, top heavyweight rise in Aerospace & defense sector",8,0.54,0.90,0.91,0.44
"RPC % * Comment       Mon 22 Adds CNY2 billion ($340 million) (2.1%) in MCap, top heavyweight rise in Aerospace & defense sector",8,0.54,0.90,0.92,0.43
"Wed 24 Adds EUR24,378 ($24,309) (2.4%) in MCap, top heavyweight rise in Aerospace & defense sector 0.38",8,0.54,0.90,0.90,0.45
Canadian North had to reduce both the number of flights and seats from Iqaluit to four northern settlements,12,0.11,0.86,0.81,0.93
Boeing is planning to seek more suppliers in Vietnam to expand its supply chain network,18,-0.02,0.83,0.87,0.80
"Airlines asked to increase flights,",35,0.08,0.88,0.97,0.56
The Ministry of Transport (MoT) has asked domestic airlines to increase flights during the four-day National Day holiday,9,0.02,0.74,0.87,0.99
"operating officer, Aglow Aviation, Tayo Ojuri, disagreed that the release will lead to return of suspended flight service to Nigeria, arguing that Emirates and other foreign airlines have made their business decisions",14,0.05,0.70,0.81,0.97
The COVID-19 pandemic has sharply reduced air travel demand since early 2020,19,0.06,0.85,0.81,0.98
"The IRA also creates a new section of the tax code — 40B — to extend the BTC to SAF, which is considered to be one of the most promising options to reduce GHG emissions in the aviation sector, where electrification is challenging due to battery weight",37,0.02,0.73,0.84,0.89
officials at the Scottsbluff facility have been working to expand the number of diversion flights they can handle,38,-0.03,0.80,0.87,0.83
"During the height of the pandemic, however, domestic flights fell to seven percent of 2019 levels, so",0,0.08,0.86,0.87,0.71
"The strike forced the airline to cut 4,000 flights",35,0.08,0.88,0.84,0.93
Airlines noted they have voluntarily reduced flights to improve service while they ramped up,12,0.11,0.86,0.90,0.77
"SCHEDULE CUTS       Airlines including Lufthansa, British Airways, easyJet, KLM and Wizz Air cut thousands of flights from their summer schedules to try and ease disruption, while major airports including London's Heathrow and Amsterdam's Schiphol have extended caps on passenger",6,0.05,0.78,0.89,0.79
business travel activity rises and falls with global output,26,0.04,0.77,0.84,0.76
"The coronavirus (Covid-19) crisis has introduced far-reaching effects on the economy, with air transport in particular hit hard by a decline in passengers and air transport workers, Eurostat said in a recent report",36,0.01,0.75,0.83,0.86
"Therefore, I think that it is time to increase the air freight fleet to achieve several goals",39,0.01,0.86,0.86,0.87
Sean O’Neill       Airlines using the Benito Juarez International Airport in Mexico City have agreed to temporarily reduce flights at the hub from 61 per hour,12,0.11,0.86,0.89,0.75
An executive of the airline on Wednesday said Volaris would reduce flights at the AICM by 10% in August and 10% in September,12,0.11,0.86,0.93,0.66
"SCHEDULE CUTS       Airlines including Lufthansa, British Airways, easyJet (LON:EZJ), KLM and Wizz Air (LON:WIZZ) cut thousands of flights from their summer schedules to try and ease disruption, while major airports including London's Heathrow and Amsterdam's Schiphol have extended caps on passenger",6,0.05,0.78,0.89,0.81
forcing airlines to cut flights as the tourism recovery is stronger,4,0.09,0.86,0.92,0.80
"Furthermore, the number of flights is reduced due to COVID-19, aircraft delivery, and backlogs",12,0.11,0.86,0.80,0.91
Travellers have been met with flight delays and lost luggage due to dire staff shortages across the industry,9,0.02,0.74,0.80,0.93
Travelers have faced flight delays and lost luggage due to a dire staff shortage across the industry,9,0.02,0.74,0.80,0.90
"In an interview with Business Digest, Airports Company of Zimbabwe (ACZ) chief executive officer (CEO) Tawanda Gusha said Airlink had already increased flights from South Africa into Harare",30,0.11,0.86,0.85,0.79
"across Europe this summer, demanding higher wages to ease the pain of rampant inflation, emboldened by rising air travel demand and staff shortages following the lifting of most COVID-19 restrictions",20,-0.00,0.81,0.86,0.98
Hampshire (the venue for the military Farnborough International Airshow ) is reporting a 20 percent increase in flights,16,0.01,0.90,0.90,0.87
"Steepest Fall       Tue 23 Adds $29 million (1.5%) in MCap, top heavyweight rise in Aerospace & defense sector",8,0.54,0.90,0.92,0.43
"2.2       Fri 26 Loses $2 billion (2.6%) in MCap, steepest heavyweight fall in Aerospace & defense sector 25.21 -2.6",8,0.54,0.90,0.94,0.38
"various space programs, expansion of the aviation industry, increasing disposable incomes and rapid urbanization, are further contributing to the market growth",15,0.04,0.74,0.83,0.88
"These agreements will further boost transatlantic travel which will benefit local tourism and businesses on both sides of the Atlantic,"" said Bjorn Tore Larsen, CEO of Norse Atlantic",29,0.04,0.84,0.84,0.98
"Thai Vietjet has continuously expanded its international flight network to many top tourist destinations, including Fukuoka (Japan), Ph\\xFA Quc (Vietnam),",3,0.09,0.81,0.88,0.70
"TSA's effort to test technology that will detect, track, and identify drones will enhance air travel safety at LAX and airports throughout the United States,",37,0.02,0.73,0.80,0.85
Thai Vietjet has continuously expanded its international flight network to many top tourist destinations,3,0.09,0.81,0.88,0.70
"The Ministry of Culture, Sports and Tourism will take measures to support tourism businesses severely affected by the Covid pandemic and strengthen cooperation between provinces to foster inbound tourism",34,0.06,0.76,0.82,0.92
UAE carrier Etihad Airways will be increasing flights to New York this winter to offer travellers more choice,35,0.08,0.88,0.91,0.91
"The main drivers for sustainability projects are improved brand equity, more employment and an increase in non-aviation resources, while the limitations are the allocation of a separate budget for sustainability projects and the lack of government focus on sustainability in developing countries",24,0.11,0.82,0.83,0.99
"This is a significant milestone for aviation within the UAE and part of Etihad’s efforts to expand the roles of women in aviation, in particular in the pilot community",24,0.11,0.82,0.86,0.80
"The embassy said China’s “circuit breaker” measures against COVID-19 were fair and transparent, applied to both Chinese and foreign airlines, and complied with bilateral air transport agreements",39,0.01,0.86,0.83,0.99
The airline service has expanded its flight strength and aims to operate on more routes,27,0.04,0.81,0.93,0.88
Lufthansa was also forced to cut flights during the summer,6,0.05,0.78,0.82,0.92
Hanoi – The Ministry of Transport (MoT) has asked domestic airlines to increase flights during the four-day National Day holiday,9,0.02,0.74,0.87,0.99
"what appears to be closer military cooperation between the longtime allies, which are also broadening their relations in other sectors such as space programs, aviation and automotive industry",24,0.11,0.82,0.82,0.87
The airline industry and Air Freight were proportionally harder hit than other sub-sectors of the logistics industry during the COVID-19 pandemic,17,0.03,0.85,0.87,0.93
and boosting Emirati women so they can contribute to the expansion of the aviation sector,31,0.02,0.77,0.82,0.82
"From a demand perspective, the country is projected to need more than 2,200 new aircraft over the next few decades on the back of expanding demand for air travel, says a Boeing forecast for South Asia",36,0.01,0.75,0.85,0.98
"Cathay Pacific's website showed it would increase flights, including planned daily flights, to Taipei, Manila,",35,0.08,0.88,0.87,0.95
"A small number of workers will be able to go to Malaysia through these flights but the number of flights will increase to 3-4 every day from the beginning of September,” said KM Mobarak Ullah Shimul, Proprietor of Adeb Air Travels and Tours",4,0.09,0.86,0.92,0.81
"In line with that trend, airports in the region have been striving to boost their capacity, increase flights, and create new routes in the hope of attracting more transit passengers, according to the study",6,0.05,0.78,0.81,0.85
"Through their Cool Effect Program, American Airlines allows their passengers to reduce their carbon footprints",19,0.06,0.85,0.85,0.92
Hiring of private guards is also expected to lower aviation security costs at airports because their salaries are estimated to be lower,39,0.01,0.86,0.81,0.97
"the flight returned to Guadalajara airport, where it made an emergency landing 45 minutes after takeoff",33,0.07,0.88,0.88,0.99
aviation’s impact on the environment is to reduce the number of flights,12,0.11,0.86,0.92,0.84
The airline has recently increased the number of flights between Delhi and Bangkok to daily service,35,0.08,0.88,0.97,0.56
"Boeing shared its vision for increasing Vietnam's opportunities in aerospace manufacturing and training, supply chain, sustainable aviation, and research and development",15,0.04,0.74,0.81,0.71
This is an important milestone for aviation in the UAE and part of Etihad's efforts to expand the role of women in aviation,24,0.11,0.82,0.83,0.93
Aug 25 (Reuters) - Airlines using the Benito Juarez International Airport in Mexico City have agreed to temporarily reduce flights into the hub from 61 per hour,12,0.11,0.86,0.89,0.75
"In recent months, some airlines have increased their flight offerings at the AIFA and the Toluca International Airport to the west of Mexico City",35,0.08,0.88,0.92,0.76
"The strategy will raise the level of Saudi Arabian aviation by supporting sub-sectors belonging to the civil aviation sector to enable them to adapt to global changes, increase their competitiveness and raise the level of services provided to passengers with a focus on moving towards a sustainable future",31,0.02,0.77,0.89,0.87
Airlines using the Benito Juarez International Airport in Mexico City have provisionally agreed to temporarily reduce flights into the hub from 61 per hour,12,0.11,0.86,0.89,0.75
