document,cluster_id,silhoutte_score,avg_cos_sim_to_centroid,cos_sim_to_centroid,centroid_ratio
"However, Shields said business travel has not returned to pre-pandemic levels",20,0.57,0.97,0.94,0.85
The offer of flights to the United States is expanded at the Quito airport,38,0.51,0.94,0.99,0.22
Muskegon County Airport is expanding its air services with additional flights to Chicago,38,0.51,0.94,0.99,0.22
"Alaska Airlines Flight 588 experienced an engine cowling issue, forcing the flight to return to the airport for a repair",20,0.57,0.97,1.00,0.19
"We are looking forward to working with our airline partners to increase the number of flights out of New Zealand, Australia,",17,0.40,0.89,0.99,0.25
"As airlines cut back flights and airfares rise, now",17,0.40,0.89,0.99,0.25
"In Europe,       British Airways announced it was cutting more than 10,000 flights from its winter schedule",13,0.92,0.99,1.00,0.04
"RPC % * Comment       Thu 18 Adds CAD29 million ($23 million) (1.7%) in MCap, top heavyweight rise in Aerospace & defense sector 18.24",3,0.84,0.97,1.00,0.10
"above moving average price 808.4 0.7 0.9 Week-high of 808.4       Tue 23 Loses GBP358 million ($421 million) (1.4%) in MCap, steepest heavyweight fall in Aerospace & defense sector 797 -1.4 -0.8 Week",27,0.40,0.87,0.96,0.34
"Steepest Fall       Wed 24 Adds GBP321 million ($380 million) (1.3%) in MCap, top heavyweight rise in Aerospace & defense sector",3,0.84,0.97,1.00,0.10
"The ongoing COVID-19 pandemic, low production levels largely related to wide-body aircraft, inflation, and supply chain and labour constraints continued to negatively impact the Corporation's operation in the second quarter",30,0.11,0.86,0.93,0.50
"Tue 23 Adds $29 million (1.5%) in MCap, top heavyweight rise in Aerospace & defense sector",3,0.84,0.97,1.00,0.10
"RPC % * Comment       Thu 18 Adds EUR150 million ($153 million) (1.2%) in MCap, top heavyweight rise in Aerospace & defense sector",3,0.84,0.97,1.00,0.10
"being a long-haul destination, I’m assuming the government believes the return of long-haul travel will take some time, but it will come sooner",5,-0.03,0.80,0.90,0.87
IPP Air Cargo was formed to start an airline,17,0.40,0.89,0.99,0.25
"Lufthansa Cargo is expanding its long-haul route network in the 2022-2023 winter flight schedule with additional flights to high demand destinations, and adding a new destination",38,0.51,0.94,0.99,0.22
Demand for international travel is returning,20,0.57,0.97,0.95,0.60
"on slipping relative strength       Mon 22 Adds CNY2 billion ($340 million) (2.1%) in MCap, top heavyweight rise in Aerospace & defense sector",3,0.84,0.97,1.00,0.10
before air travel returned to normalcy since attack,20,0.57,0.97,1.00,0.19
"British_Airways has announced that it will cut over 10,000 flights",13,0.92,0.99,1.00,0.04
"The airline had already cut more than 30,000 flights over the wider summer period and was planning an increase of those towards the winter",17,0.40,0.89,0.99,0.25
"It said that despite the increase in fuel prices, AAX reduced total fuel expenses because of a decline in charter flights",36,0.05,0.86,0.91,0.83
"During the pandemic, there has been more than a tenfold increase in charter flights",30,0.11,0.86,0.91,0.70
Airlines have cut international flights,17,0.40,0.89,0.99,0.25
the airport says business travel has returned to its pre-pandemic levels,20,0.57,0.97,0.94,0.85
Rising Integration of Internet of Things (IoT) in Aviation Industry to Boost the Market,25,0.29,0.84,0.98,0.37
there has been a decrease in the Russian aviation activity,10,1.00,1.00,1.00,0.00
"According to the Air Force of the Armed Forces of Ukraine, in the last few days, there has been a decrease in the Russian aviation activity",10,1.00,1.00,1.00,0.00
"British Airways announces plans to cut 10,000 more flights",13,0.92,0.99,1.00,0.04
"1.2       Thu 18 Adds CAD29 million ($23 million) (1.7%) in MCap, top heavyweight rise in Aerospace & defense sector 18.24",3,0.84,0.97,1.00,0.10
"Embraer-Empresa Brasileira de Aeronautica ADR (ERJ: $10.96) adds $29 million (1.5%) in MCap, top heavyweight rise in Aerospace & defense sector",3,0.84,0.97,1.00,0.10
"British Airways announced plans to cut a further 10,000 flights this winter",13,0.92,0.99,1.00,0.04
London’s Gatwick Airport said it is reducing the number of daily flights during its busy summer period to help tackle staffing issues,36,0.05,0.86,0.92,0.65
The rise in the aviation sector is escalating the growth of the interventional neurology devices market,25,0.29,0.84,0.98,0.37
Carriers are increasing international flights so demand for global travel is rising,4,0.11,0.81,0.90,0.84
ET further stated that the Boeing 777 will be used to increase the flights on the India-US route,10,1.00,1.00,1.00,0.00
Airlines say they have voluntarily reduced flights to improve service,15,0.07,0.78,0.92,0.80
air traffic returned to pre-pandemic levels,20,0.57,0.97,1.00,0.19
Thai Vietjet has recently expanded its international flight network,38,0.51,0.94,0.99,0.22
"AirAsia is expanding its flight services in Cebu with the launching of four new domestic routes in the Visayas and Mindanao,",38,0.51,0.94,0.99,0.22
"British Airways has announced that it is to cut 10,000 flights",13,0.92,0.99,1.00,0.04
"We look forward to the return of Sunwing and Air Transat flights this winter to sunny southern destinations,” said Scott McFadzean, president and CEO of London International Airport in a statement",5,-0.03,0.80,0.92,0.78
as enhancing the security of civil aviation is the first priority,10,1.00,1.00,1.00,0.00
It added that Thai airlines could start increasing their flights to China as early as next month,3,0.84,0.97,1.00,0.10
the flight to Fuerteventura in the Canary Islands returned immediately to the airport in March,20,0.57,0.97,1.00,0.19
flights could return to Manston Airport quicker,20,0.57,0.97,1.00,0.19
"In Europe, the multitasking machine tool market rise can be prescribed by the expansion of the aviation sector and decent high expense on task force",25,0.29,0.84,0.98,0.37
"A Share (600893: CNY50.71) adds CNY2 billion ($340 million) (2.1%) in MCap, top heavyweight rise in Aerospace & defense sector",3,0.84,0.97,1.00,0.10
"0.63 0.8 0.3 Top Rise       Fri 19 Loses SGD23 million ($16 million) (1.6%) in MCap, steepest heavyweight fall in Air Freight and Logistics sector 0.62 -1.6",39,0.25,0.83,0.95,0.44
"Steepest Fall       Mon 22 Adds CNY2 billion ($340 million) (2.1%) in MCap, top heavyweight rise in Aerospace & defense sector",3,0.84,0.97,1.00,0.10
"RPC % * Comment       Tue 16 Adds $2 billion (1.9%) in MCap, top heavyweight rise in Aerospace & defense sector",3,0.84,0.97,1.00,0.10
"RPC % * Comment       Tue 16 Adds $76 million (3.1%) in MCap, top heavyweight rise in Aerospace & defense sector",3,0.84,0.97,1.00,0.10
"Data showed that when international travel was stopped, there was a decrease in domestic travel",10,1.00,1.00,1.00,0.00
"Apart from this, the airline also intends to increase its flights from Cebu to Seoul",17,0.40,0.89,0.99,0.25
Air travel has nearly returned to pre-pandemic levels,20,0.57,0.97,1.00,0.19
"enhancing sustainable aviation,"" said Dr. Detlef Kayser, Member of the Executive Board",8,0.58,0.94,0.99,0.24
we do expect to reduce our air freight usage,33,0.98,1.00,1.00,0.02
margins should improve as we reduce our air freight usage,33,0.98,1.00,0.94,0.88
the impact of COVID-19 on international flights is much higher than domestic flights,10,1.00,1.00,1.00,0.00
"You’ve also invested in TravelPerk, but there are concerns that business travel may never return to pre-pandemic levels, what’s your take",5,-0.03,0.80,0.91,0.88
Aerospace sector falls in 4 out of last 5 days,23,0.35,0.90,0.99,0.31
"RPC % * Comment       Mon 15 Adds $54 million (2.8%) in MCap, top heavyweight rise in Aerospace & defense sector 16.01",3,0.84,0.97,1.00,0.10
"Thu 18 Adds CAD29 million ($23 million) (1.7%) in MCap, top heavyweight rise in Aerospace & defense sector 18.24",3,0.84,0.97,1.00,0.10
"Fujian Sunner Development adds CNY336 million ($49 million) (1.4%) in MCap, top heavyweight rise in Aerospace & defense sector",3,0.84,0.97,1.00,0.10
"Steepest Fall       Fri 19 Adds CNY336 million ($49 million) (1.4%) in MCap, top heavyweight rise in Aerospace & defense sector 19.23",3,0.84,0.97,1.00,0.10
"27.67 -1.0 -0.4 Price/MAP200 below 1 and falling       Tue 16 Adds $2 billion (1.9%) in MCap, top heavyweight rise in Aerospace & defense sector",3,0.84,0.97,1.00,0.10
"HizeAero adds KRW842 million ($633,669) (1.1%) in MCap, top heavyweight rise in Aerospace products/parts sector",3,0.84,0.97,1.00,0.10
"Fri 19 Adds KRW842 million ($633,669) (1.1%) in MCap, top heavyweight rise in Aerospace products/parts sector 4,075",3,0.84,0.97,1.00,0.10
"MORRISVILLE, N.C. (WNCN) - Flight delays and cancelations have been an issue for many travelers this summer",10,1.00,1.00,1.00,0.00
"Tue 16 Adds $76 million (3.1%) in MCap, top heavyweight rise in Aerospace & defense sector",3,0.84,0.97,1.00,0.10
"on falling relative strength       Tue 16 Adds CNY502 million ($74 million) (2.1%) in MCap, top heavyweight rise in Aerospace & defense sector",3,0.84,0.97,1.00,0.10
"Thu 18 Adds CNY253 million ($37 million) (1.0%) in MCap, top heavyweight rise in Aerospace & defense sector",3,0.84,0.97,1.00,0.10
"RPC % * Comment       Mon 15 Adds $140 million (1.3%) in MCap, top heavyweight rise in Aerospace & defense sector",3,0.84,0.97,1.00,0.10
"RPC % * Comment       Mon 15 Adds CNY352 million ($52 million) (2.0%) in MCap, top heavyweight rise in Aerospace & defense sector",3,0.84,0.97,1.00,0.10
drop       AeroSpace Technology of Korea falls 1.5%       AeroSpace Technology of Korea Inc. fallen KRW80.0 (1.5%) from Thursday,23,0.35,0.90,0.99,0.31
"RPC % * Comment       Fri 12 Adds KRW6 billion ($4 million) (4.2%) in MCap, top heavyweight rise in Aerospace products/parts sector 5,510",3,0.84,0.97,1.00,0.10
The recovery of tourism in the country continues to boost the return of international flights to Brazilian destinations,20,0.57,0.97,1.00,0.19
"we must continue to strive for opportunities to increase the number of flights, operating airlines and gateway cities",17,0.40,0.89,0.99,0.25
Qatar Airways has announced an increase in flights,13,0.92,0.99,1.00,0.04
"Because of the city’s tough quarantine requirements, airlines have cut the number of flights",17,0.40,0.89,0.99,0.25
"Wed 17 Adds CNY272 million ($40 million) (1.4%) in MCap, top heavyweight rise in Aerospace & defense sector 15.49",3,0.84,0.97,1.00,0.10
"Thu 18 Adds CNY548 million ($81 million) (1.9%) in MCap, top heavyweight rise in Aerospace & defense sector",3,0.84,0.97,1.00,0.10
airlines to cut flights,17,0.40,0.89,0.99,0.25
miles with rich limited-time offers just in time for the return of summer and business travel,20,0.57,0.97,1.00,0.19
"Recently, Gatwick Airport said it would reduce the number of flights taking off during the peak summer season because of staff shortages",36,0.05,0.86,0.94,0.55
"we have decimated the costs of international phone calls (i.e. voice communication), reduced passenger air transport costs by ~90% (i.e. geographic reach), and decreased sea freight costs by ~80%",33,0.98,1.00,1.00,0.02
"Air Canada is scheduled to reduce its service between Bermuda and Toronto, cutting the number of weekly flights from five to two",33,0.98,1.00,1.00,0.02
"Islam acknowledges that the travel outlook beyond this summer is uncertain, but some of that uncertainty could be cleared up by the return of business",5,-0.03,0.80,0.91,0.72
"the changes will expand the number of commercial and charter flights to Cuba, including to cities beyond Havana",38,0.51,0.94,0.99,0.22
Airlines will also increase its domestic flights,17,0.40,0.89,0.99,0.25
Airlines insist they cannot boost the number of flights since the government continues to limit them,17,0.40,0.89,0.99,0.25
Darlong said the state has already requested the civil aviation ministry to increase flight services,8,0.58,0.94,0.99,0.24
We see Dublin Airport increasing share of air traffic volumes,2,0.04,0.80,0.97,0.63
Flights of TezJet Airlines from Bishkek to Batken are increased from one to two,17,0.40,0.89,0.99,0.25
"Despite the downturn in aerospace demand, aero-grade 6Al 4V turnings prices rose in line with higher ferro-titanium prices heading into 2021, as US steel mills ramped back up, leading to greater alloy consumption",23,0.35,0.90,0.99,0.31
MAC’s GA airports saw double-digit growth in the number of flights they supported,2,0.04,0.80,0.97,0.63
"Already five airlines have increased their flights to Namibia,",17,0.40,0.89,0.99,0.25
"Extant Aerospace, a subsidiary of US aircraft parts maker TransDigm Group, has expanded its defence aviation portfolio by acquiring the Electromagnetic Indicator product line from Astronautics Corporation of America for about USD27 million in cash,",38,0.51,0.94,0.99,0.22
"stronger revenue upon the return of air travel, will both be vital to re-establishing pre-pandemic levels at Genting’s resort",20,0.57,0.97,0.95,0.60
The Ministry of Transportation said in a statement that it was agreed to increase the number of flights between Misurata Airport,8,0.58,0.94,0.99,0.24
tourism from China which had been booming prior to the pandemic to rebound as COVID-19 restrictions ease,30,0.11,0.86,0.91,0.70
tourism from China that had been booming prior to the pandemic to rebound as restrictions ease,30,0.11,0.86,0.91,0.70
"Air-travel demand, which was poorly hit by the pandemic gloom, is gradually returning to pre-COVID levels",20,0.57,0.97,1.00,0.19
DOHA        Qatar Airways (QA) has announced an increase in flights,13,0.92,0.99,1.00,0.04
"The Ministry of Transportation of the Government of National Unity, on Monday, announced an agreement to increase the number of flights to Tunisia from 3 Libyan airports",13,0.92,0.99,1.00,0.04
The Ministry of Transportation said it was agreed to increase the number of flights between Misurata Airport,8,0.58,0.94,0.99,0.24
We would like to apologise for the inconvenience to customers who have experienced flight delays or a flight cancellation,28,0.44,0.88,0.98,0.23
spokesperson for the airport said travellers are experiencing significant delays due to long queues at check-in desks,8,0.58,0.94,0.99,0.24
A spokesperson for the airport said travellers are experiencing significant delays due to long queues at check-in desks,8,0.58,0.94,0.99,0.24
weak yen to boost revenue for both international and domestic flights as inbound tourists are likely,10,1.00,1.00,1.00,0.00
"ESG is a growing priority for the company, its customers and the broader travel industry, and welcomed John to the team at a pivotal time as business travel activity returns at speed around the world",5,-0.03,0.80,0.91,0.73
Rolls-Royce expands business aviation service,38,0.51,0.94,0.99,0.22
Rolls-Royce expands business aviation services,38,0.51,0.94,0.99,0.22
We would like to apologise to our customers who have experienced flight delays and cancellations in recent days,28,0.44,0.88,0.98,0.23
We would like to apologise to our customers who have experienced flight disruption in recent days,28,0.44,0.88,0.98,0.23
Her new order would greatly help in encouraging the return of international travel,20,0.57,0.97,1.00,0.19
"Turkish Airlines continues to expand its flight network with flights to Juba, the capital of South Sudan, as of June 1st",38,0.51,0.94,0.99,0.22
Air travel demand returns as COvid-19 restrictions largely,20,0.57,0.97,1.00,0.19
Air travel demand returns as Covid-19 restrictions largely lifted Expand Ryanair said it,5,-0.03,0.80,0.92,0.72
last month as air travel returned to growth and Covid-19 restrictions were largely lifted,20,0.57,0.97,0.91,0.98
"The country is expanding weekly international flight operation by 230 flights in June,",38,0.51,0.94,0.99,0.22
Whether it can beat the first Top Gun–instigated 500-percent increase in naval aviation recruitment remains to be seen,2,0.04,0.80,0.97,0.63
"The country is expanding weekly international flight operations by 230 flights in June,",38,0.51,0.94,0.99,0.22
It is worth noting that inbound tourism to Egypt from Uzbekistan increased,10,1.00,1.00,1.00,0.00
Irish low-cost carrier Ryanair said it plans to increase the number of its flights,8,0.58,0.94,0.99,0.24
"In the airline industry, airlines can charge the same amount of money for a ticket while decreasing the quality of a flight",17,0.40,0.89,0.99,0.25
"Moreover, the company is aiming to reduce its business air travel by 50% per annum",33,0.98,1.00,1.00,0.02
"While domestic travel has seen a bump in airline ticket purchases, international travel has yet to return to pre-pandemic levels",20,0.57,0.97,0.91,0.94
the airline will look to increase the number of flights plying the route,17,0.40,0.89,0.99,0.25
"In some instances, airlines have voluntarily reduced the number of flights to improve service",15,0.07,0.78,0.91,0.84
"The return of international travel has been slower to rebound as pandemic-related policies, restrictions, and        traveler hesitancy have constrained capacity and demand",20,0.57,0.97,1.00,0.19
"the pandemic as an alternative to sea and air freight, will exacerbate congestion",30,0.11,0.86,0.97,0.53
the civil aerospace segment has returned to importance,20,0.57,0.97,1.00,0.19
", in addition to researching air travel behavior, the community should reduce its own air travel",33,0.98,1.00,1.00,0.02
The airport is reducing the number of daily flights during its busy summer period to help tackle issues,36,0.05,0.86,0.92,0.69
"In aviation, prices increased by 8.6% compared to Q1 2021",25,0.29,0.84,0.98,0.37
"Elsewhere, Heathrow is talking to airlines about reducing flights",17,0.40,0.89,0.99,0.25
"As air travel is now returning at a rapid pace, Helsinki Airport",5,-0.03,0.80,0.93,0.77
Oman Airports is currently working with operating airlines to increase their flights rates through Oman’s airports,17,0.40,0.89,0.99,0.25
The flight returned to Patna airport,20,0.57,0.97,1.00,0.19
International and domestic air travel in Colombia has returned to pre-pandemic levels,20,0.57,0.97,1.00,0.19
"Meanwhile a SpiceJet flight, going to Jabalpur, returned to Delhi due to issues with its cabin pressure",20,0.57,0.97,1.00,0.19
Biman Bangladesh Airlines has reduced ticket price of their flights in domestic routes by taking subsidy from the government,33,0.98,1.00,1.00,0.02
"Wakefield-based Rhodes Interform, part of Group Rhodes, has secured a major hydraulic press refurbishment contract in the aerospace industry",23,0.35,0.90,0.99,0.31
Airlines have already cut flights due to staff shortages,17,0.40,0.89,0.99,0.25
"easyJet announced plans to cut 7% of its 160,000 flights scheduled between July and September",13,0.92,0.99,1.00,0.04
facing the aviation and air transport sector were reviewed,25,0.29,0.84,0.98,0.37
"Red Air, which is based out of the Dominican Republic, announced earlier this month that it would be increasing flights between Santo Domingo and Miami up to three",13,0.92,0.99,1.00,0.04
Airlines are cutting flights to ease the chaos,17,0.40,0.89,0.99,0.25
Satellite Communication Market Growth Drivers Rising Integration of Internet of Things (IoT) in Aviation Industry to Boost the Market,25,0.29,0.84,0.98,0.37
Howmet Aerospace (HWM: $37.48) decreases 2.8% on average volume,27,0.40,0.87,0.96,0.34
The return of international travel is offering the tourism industry a huge opportunity,20,0.57,0.97,1.00,0.19
"easyJet, the biggest airline out of the airport, has cut more than 10,000 flights",13,0.92,0.99,1.00,0.04
"Air travel costs have increased 37.8%, and hotel prices are up 22.2%",10,1.00,1.00,1.00,0.00
"easyJet announced plans to cut seven per cent of its 160,000 flights scheduled between July and September",13,0.92,0.99,1.00,0.04
The airline also intends to increase flights from Cebu to Seoul,17,0.40,0.89,0.99,0.25
There are more people with lost luggage,10,1.00,1.00,1.00,0.00
"During the busiest spike in airline travel since the start of the pandemic, airports are very busy and bringing a loaded handgun to a security checkpoint is an accident waiting to happen,” John Busch,",30,0.11,0.86,0.91,0.70
So many people are in the queue waiting for their luggage and reporting lost baggage,10,1.00,1.00,1.00,0.00
IAG Cargo and Bolloré Logistics are partnering for the purchase of one million litres of sustainable aviation fuel (SAF) to help reduce CO2 emissions in the supply chain,33,0.98,1.00,1.00,0.02
"As of late May, the authority had canceled 768 inbound flights, though it is in talks with some countries to gradually increase the number of international flights",10,1.00,1.00,1.00,0.00
"Airlines and travelers are bracing for shortages, flight delays and cancellations",17,0.40,0.89,0.99,0.25
"For instance, the administration reduced the number of international passenger flights",33,0.98,1.00,1.00,0.02
This drop was largely attributable to the reduction       in air travel,10,1.00,1.00,1.00,0.00
"2 (PTI) SpiceJet said its flight heading to Jabalpur returned to Delhi on Saturday after the crew members observed smoke in the cabin at around 5,000-feet altitude",5,-0.03,0.80,0.93,0.63
"2 (PTI) SpiceJet said its flight heading to Jabalpur returned to Delhi on Saturday after crew members observed smoke in the cabin at around 5,000-feet altitude",5,-0.03,0.80,0.93,0.63
Qatar Airways announced that it will increase the number of flights from daily flights,13,0.92,0.99,1.00,0.04
"Thai Vietjet has continuously expanded its international flight network to many top tourist destinations including Phu Quoc (Vietnam),",38,0.51,0.94,0.99,0.22
"There were more people with lost luggage than there were people with luggage, which just shows the magnitude of the chaos",10,1.00,1.00,1.00,0.00
"British Airways has said it will cut a further 10,300 short-haul flights until the end of October",8,0.58,0.94,0.99,0.24
"How airports coped with the pandemic and the return of air traffic is one criterion for the ""Best Airport"" rating",12,0.20,0.87,0.90,0.76
Minister for Aviation Khawaja Saad Rafique has said that domestic and international flights would be increased at Multan International Airport,8,0.58,0.94,0.99,0.24
Travelers are seeing an increase in connecting flight delays,2,0.04,0.80,0.97,0.63
"The airline intended to cut between 1,000 and 2,100 flights, or roughly 10 to 20 round trip pairs",17,0.40,0.89,0.99,0.25
"From 4Q2022, SIA customers will be able to purchase a mix of SAF credits and carbon offsets, as part of the SIA Group Voluntary Carbon Offset Programme",28,0.44,0.88,0.98,0.23
"Flights dried up amid the citys strict travel restrictions, and their airline placed them on contracts",17,0.40,0.89,0.99,0.25
"Stuart Dempster       Punctuality across all UK airports in 2021 was better than before the virus crisis, due to the reduction in flights caused by travel restrictions",26,-0.05,0.81,0.93,0.65
American Airlines also announced plans to cut 75% of its international flights through early May and cut domestic flights by 30%,13,0.92,0.99,1.00,0.04
The Civil Aviation Administration of China (CAAC) said it would gradually increase international passenger flights,8,0.58,0.94,0.99,0.24
"Due to staff shortages, airlines have had to cut their flights from their summer schedule",17,0.40,0.89,0.99,0.25
we're going to see an uptick in corporate travel,2,0.04,0.80,0.97,0.63
The return of air travel demand after the COVID-19 pandemic has taken airports,12,0.20,0.87,0.91,0.78
aerospace sector could wither,23,0.35,0.90,0.99,0.31
"According to Cebu Pacific executive Roxanne Gochuico, the airline has almost doubled its monthly flights",17,0.40,0.89,0.99,0.25
a 4% increase in aviation has to be offset,25,0.29,0.84,0.98,0.37
Air traffic was increasing every year and there seemed still to be hope that the       post-war prosperity that had been so elusive might yet touch Block Island,10,1.00,1.00,1.00,0.00
This $3.1 million increase was due to an increase in our aircraft avionics and special mission electronics business,10,1.00,1.00,1.00,0.00
air travel has essentially returned to pre-pandemic levels,20,0.57,0.97,1.00,0.19
"Johannesburg based airline, Airlink, is increasing its scheduled flight service between South Africa and St Helena in the South Atlantic Ocean",17,0.40,0.89,0.99,0.25
Last-minute flight cancellations and understaffed operations have been the norm for many Canadians travellers,10,1.00,1.00,1.00,0.00
Qantas announced last month that it will cut the number of domestic flights until March next year in response to high fuel prices,13,0.92,0.99,1.00,0.04
Qantas recently announced it will cut domestic flights until March due to high fuel prices,13,0.92,0.99,1.00,0.04
"Following the lifting of travel restrictions, the aviation industry is gradually returning",5,-0.03,0.80,0.91,0.84
"This summer the airport has expanded flights to Greece, Turkey and Spain",38,0.51,0.94,0.99,0.22
efforts to reduce flight demand or airport expansion,33,0.98,1.00,1.00,0.02
