document,cluster_id,silhoutte_score,avg_cos_sim_to_centroid,cos_sim_to_centroid,centroid_ratio
the global effort to build scalable quantum processors,26,0.16,0.94,0.99,0.68
"CDPH provides multiple resources, including a Q",7,0.74,0.97,1.00,0.13
"Further, the company builds quantum computers and the underlying superconducting quantum processors for some of the top organizations",29,0.07,0.85,0.91,0.68
Quantum circuit simulation is critical for developing applications and algorithms for quantum computers,12,0.02,0.87,0.94,0.97
optical switch is a key part of PsiQuantum’s plans to build a scalable million qubit quantum computer,8,0.08,0.92,0.95,0.80
There are many challenges to building a scalable quantum computer,8,0.08,0.92,0.97,0.74
I'm excited for the opportunity to even further build our quantum sensing program at CINT,29,0.07,0.85,0.93,0.66
QIR enables developers to use tools such as QODA to build applications that run on hybrid quantum computers to accelerate scientific discovery,32,-0.01,0.83,0.90,0.95
Our quantum dots enable products that,3,0.01,0.84,0.90,0.73
"Among many research areas, the program is focused on advancements across quantum computing and quantum communications",24,0.11,0.85,0.92,0.66
"Google, Microsoft and others, are the necessary impetus for people to adopt post-quantum cryptography",2,0.01,0.91,0.91,0.98
"South Korea’s top mobile carrier SK Telecom Co. is expanding its business portfolio with quantum technology, even into industries that are unrelated to the company’s main field, as the telco has been nurturing the science sector for more than a decade to develop a future growth engine",27,0.05,0.87,0.90,0.89
These systems are currently being leveraged to build superconducting quantum computers so I will discuss,8,0.08,0.92,0.90,0.82
"cuQuantum enables the quantum computing ecosystem to solve problems at the scale of future quantum advantage, enabling the development of algorithms and the design and validation of quantum hardware",32,-0.01,0.83,0.91,0.88
"Although this threat is currently only theoretical, leaders in quantum computing are already working on quantum cryptography to get ahead of this potential cybersecurity threat",28,0.01,0.88,0.93,0.78
quantum computers are to be developed,39,0.05,0.85,0.91,0.78
more superconducting devices of a quantum processor (100) are provided,22,0.03,0.79,0.90,0.71
I’m excited for the opportunity to even further build our quantum sensing program at CINT,29,0.07,0.85,0.93,0.66
that this is a trivial problem for a sufficiently powerful quantum computer,2,0.01,0.91,0.94,0.75
"As a first step, we are building an optical quantum memory based on rare-earth-ion-doped crystals",26,0.16,0.94,0.93,0.84
"The next step in the evolution of computers is the quantum computer, whose fundamental logic units exploit this exotic behavior",34,0.09,0.84,0.91,0.88
"Among many research areas, the program is focused on advancements across quantum computing and quantum communications",24,0.11,0.85,0.92,0.66
The implementations of these quantum computers are still in its infancy,2,0.01,0.91,0.93,0.81
The company has developed the industry's first multi-chip quantum processor for scalable quantum computing systems,39,0.05,0.85,0.94,0.62
If quantum computers are available in the future,2,0.01,0.91,0.91,0.91
a hybrid classical-quantum system will be the primary way to leverage the power of quantum computers as they mature,28,0.01,0.88,0.92,0.91
should be able to capture and quantify the challenging aspects that currently make it difficult to build a scalable quantum computing platform,38,-0.05,0.79,0.90,0.84
"Over the next 10 years, Intel expects to be competitive (or pull ahead) of others in terms of qubit count and performance",2,0.01,0.91,0.91,0.85
Quantum computing is more in the early stages,11,0.12,0.95,0.98,0.51
Rigetti has developed the industry's first multi-chip quantum processor for scalable quantum computing systems,39,0.05,0.85,0.94,0.62
There are also efforts to realize qubits using classical silicon technology,28,0.01,0.88,0.91,0.86
these materials to build quantum devices and hardware,26,0.16,0.94,0.97,0.62
"However, there are still many obstacles hindering practical quantum computing",11,0.12,0.95,0.99,0.50
The reality is that Alphabet has built the world’s leading quantum computer,8,0.08,0.92,0.96,0.71
"That is, other quantum computing players like Alphabet have chased quantum supremacy",2,0.01,0.91,0.94,0.74
"So, Quantum Computing is building a portfolio of affordable quantum computing software and apps that deliver quantum computing power",29,0.07,0.85,0.90,0.86
"Since it is difficult to experimentally achieve stimulated emission output using both long-lived atomic energy levels and bad cavity structures, this requirement greatly limits the quantum systems that can be used for the active optical frequency standard",2,0.01,0.91,0.92,0.98
QCI to combine its deep expertise and experience in quantum computing with QPhoton’s research efforts to develop photonic-based quantum systems,32,-0.01,0.83,0.91,0.97
QCI has developed a room-temperature Entropy Quantum System for solving real world business problems today,39,0.05,0.85,0.96,0.54
QCI has developed a room-temperature Entropy Quantum System (EQC) for solving real world business problems,39,0.05,0.85,0.96,0.54
we will continue to build a company that will deliver on the promise of quantum computing - today,26,0.16,0.94,0.92,0.77
quantum computing to working hands in order to enable them to build their skills and use them to develop work tasks,30,-0.02,0.90,0.91,0.84
"the AWS Center for Quantum Networking (CQN) and Harvard Quantum Initiative (HQI) will team to cultivate projects to develop quantum memory, integrated photonics, and quantum applications that could help underpin future quantum networks and a quantum internet",39,0.05,0.85,0.92,0.85
quantum networking can be a key part of developing large-scale quantum computers via interconnecting multiple quantum chips,34,0.09,0.84,0.92,0.99
Researchers from IIT Madras will contribute to the advancement of research in the application of quantum computing with support from IBM Research India in such domains that are relevant to India,27,0.05,0.87,0.90,0.99
"QphoX is developing the world’s first Quantum Modem™, a breakthrough device that will allow the quantum computing industry to scale through connectivity and parallelization and unlock the potential of the Quantum Internet.",32,-0.01,0.83,0.93,0.87
"AWS is also a founding member of the Quantum Ecosystems and Technology Council of India (QETCI), to help develop the quantum computing community",8,0.08,0.92,0.92,0.80
"We are delighted to collaborate with the Government of India, MeitY QCAL, and AWS to build and enhance the quantum computing community",26,0.16,0.94,0.90,0.85
ARQQ Stock Provides Affordable Quantum Computing Exposure,7,0.74,0.97,1.00,0.13
a team of Harvard-led physicists that general idea might be a key to finally building large-scale quantum computers,27,0.05,0.87,0.92,0.79
we develop a framework for using QML methods to       simulate quantum dynamics on near-term quantum hardware,30,-0.02,0.90,0.91,0.78
Leading quantum organizations are already using NVIDIA GPUs and highly specialized NVIDIA software NVIDIA cuQuantum to develop individual quantum circuits,39,0.05,0.85,0.92,0.81
The Company develops and sells quantum key distribution products,39,0.05,0.85,0.95,0.61
"Moreover, there is also a specific restriction now prohibiting U.S. persons from “providing quantum computing services to any person located in Russia",28,0.01,0.88,0.90,0.92
Rigetti has developed the industrys first multi-chip quantum processor for scalable quantum computing systems,39,0.05,0.85,0.92,0.80
"IBM has a 127-qubit quantum computer today, with plans for a 433-qubit model in 2023 and more than 4,000",35,0.14,0.84,0.92,0.64
Applications built on Q,26,0.16,0.94,0.99,0.68
There is a structured process and operational support available for companies that consider building on Q,8,0.08,0.92,0.90,0.78
while customer participation in platform Q&A services is low,11,0.12,0.95,0.92,0.75
The two biggest public cloud platforms in the world now provide Rigetti quantum computers,21,0.02,0.87,0.95,0.60
Rigetti has developed the industry’s first multi-chip quantum processor for scalable quantum computing systems,39,0.05,0.85,0.94,0.62
"Additionally, many well-established players based in North America are focusing on development of new technology in quantum",24,0.11,0.85,0.92,0.68
our mission to build the first scalable quantum networks,26,0.16,0.94,0.99,0.68
The company provided a Q,7,0.74,0.97,1.00,0.13
The measurement-based estimator scheme for continuous quantum error correction was developed by them,30,-0.02,0.90,0.98,0.72
"In fact, with our activities in post-quantum cryptography mastered by Dr. Nastja Cepak and her excellent team are already a big step forward,” said Trampuž",19,-0.00,0.86,0.91,0.74
"the services to establish programs with small and medium businesses to provide quantum computing capabilities to government, industry, and academic researchers working on these challenges",21,0.02,0.87,0.92,0.88
offering the foundational technologies needed for organizations around the world to build scalable and powerful distributed quantum systems,29,0.07,0.85,0.90,0.85
Researchers from IIT Madras will contribute to the advancement of research in the application of quantum computing with support from IBM Research India in such domains that are relevant to the country,27,0.05,0.87,0.90,0.99
disruptive cyberattacks powered by quantum computing are a key cybersecurity threat of the future,28,0.01,0.88,0.95,0.74
silicon-based quantum technology has started being developed,30,-0.02,0.90,0.98,0.72
This was essential for realizing the practical quantum network,2,0.01,0.91,0.95,0.79
IIT-M researchers will lead advancement of research in the application of quantum computing with support from IBM Research India to such domains that are relevant to India,28,0.01,0.88,0.92,0.88
"For Amazon, the hope is to be able to research and develop the support infrastructure for quantum computers alongside the computer",2,0.01,0.91,0.91,0.99
"quantum memory technology to enable new hardware, software, and applications for quantum networks that",3,0.01,0.84,0.91,0.72
"Quantinuum is now the largest full-stack quantum computing company in the world and is making incredible progress across quantum computing hardware, operating system, applications and cybersecurity",27,0.05,0.87,0.91,0.80
"The first real-world application of the quantum internet is genuinely secure, unhackable communication",28,0.01,0.88,0.93,0.82
that quantum computing applications are extremely limited,31,0.01,0.78,0.92,0.73
Techniques regarding quantum transducers are provided,21,0.02,0.87,0.92,0.79
"Several quantum sensors have been developed and incorporated into today’s space technology, as a result of such applications",39,0.05,0.85,0.93,0.65
"The research is supported by the Gordon and Betty Moore Foundation's Emergent Phenomena in Quantum Systems Initiative, and was also",2,0.01,0.91,0.96,0.69
Abstract       Quantum circuit model is the most popular paradigm for implementing complex quantum computation,2,0.01,0.91,0.93,0.85
A Q&A facility will be available on the day via Webex Chat,11,0.12,0.95,0.99,0.46
this investment in quantum sensors will drive increased engagement between the Burlington campus and the leading quantum companies,2,0.01,0.91,0.93,0.96
by Meity and AWS in January 2021 to enable quantum computing research,8,0.08,0.92,0.93,0.88
"For instance, multinational tech services firm Capgemini announced Q-Lab, a quantum computing laboratory in January this year, in partnership with IBM",36,0.08,0.83,0.94,0.53
The movement built around Q posts,26,0.16,0.94,0.99,0.62
Computing gain from quantum computing will be orders of magnitude faster than what,28,0.01,0.88,0.92,0.82
"because so many nations are racing to develop quantum technology, it is possible a researcher",8,0.08,0.92,0.94,0.78
a three-year project to build a 50-qubit quantum computer by 2024 under the stewardship of VTT Technical Research Centre of Finland,29,0.07,0.85,0.93,0.72
The Fund’s Forms N-Q and N-PORT reports are available on the SEC’s website,11,0.12,0.95,0.99,0.71
"in-the-middle quantum stations, which can also be set out in a non-chain configuration to build a quantum network",29,0.07,0.85,0.92,0.71
we aim to provide a fair comparison of their performance for quantum cryptography,21,0.02,0.87,0.92,0.89
The National Quantum Office’s collaboration with the Finnish quantum ecosystem is a tremendous opportunity to develop competitive and world-leading quantum technologies,27,0.05,0.87,0.94,0.84
Advancements in quantum computing are essential for any nation’s digital economy,2,0.01,0.91,0.91,0.91
The Funds Forms N-Q and Form N-PORT reports are available       on the SECs,2,0.01,0.91,0.92,0.84
The Fund’s Forms N-Q and N-PORT are available on the SEC’s website,11,0.12,0.95,0.99,0.71
Integrating qubit materials with existing industrial-scale foundries is a significant challenge in developing quantum processors,28,0.01,0.88,0.92,0.86
EeroQ is developing single-electron quantum computing hardware,30,-0.02,0.90,0.97,0.73
The startup notes its qubits are still in an early stage compared to other technologies,2,0.01,0.91,0.91,0.81
Trapped ions provide an alternative flexible platform to perform quantum simulations due to its state-of-the-art technologies,22,0.03,0.79,0.91,0.77
"Archer is developing the12CQ chip, a world-first qubit processor technology, that could potentially allow for quantum computing",3,0.01,0.84,0.92,0.86
"She added that IBM is also researching quantum AI, but that is much farther",2,0.01,0.91,0.92,0.92
the most compelling aspect of the quantum revolution is the recent emergence of programs to develop national quantum computing centers,27,0.05,0.87,0.93,0.87
He added integrating qubit materials with industrial-scale foundries is a “significant challenge” in developing quantum processors,28,0.01,0.88,0.92,0.90
of building a quantum computer falls over the next 10 years,35,0.14,0.84,0.91,0.60
"The fundamental challenge to quantum computers is that the operations you want to do are noisy,"" said Thompson,",19,-0.00,0.86,0.92,0.72
One way to build a qubit,26,0.16,0.94,0.95,0.79
This research has been crucial to understanding and developing quantum computers,2,0.01,0.91,0.94,0.77
Multiverse's Singularity SDK is a front-runner in delivering intuitive quantum software,34,0.09,0.84,0.92,0.97
This allows the algorithm to be implemented in 3n qubits,3,0.01,0.84,0.91,0.72
the effort to build quantum computers,26,0.16,0.94,0.95,0.71
"The College Park, Maryland-based company develops quantum computers, including the IonQ Aria,",39,0.05,0.85,0.92,0.74
The National Quantum Office’s collaboration with the Finnish quantum ecosystem is a tremendous opportunity to develop competitive and world leading quantum technologies,27,0.05,0.87,0.94,0.84
Quantum architecture Microsoft is developing quantum simulations and materials,39,0.05,0.85,0.95,0.63
Cleaner Energy Could Be Closer Than We Think       The application of quantum technologies,19,-0.00,0.86,0.90,0.92
"As it stands, Sky Q is available right now, with prices starting from just £26",11,0.12,0.95,0.92,0.74
Multiverse’s Singularity SDK is a front-runner in delivering intuitive quantum software,34,0.09,0.84,0.92,0.97
Governments and companies alike are thus rushing to develop quantum computing,8,0.08,0.92,0.94,0.77
"While Baidu’s recently announced quantum computer is only 10 qubits, the company claims to have also developed a 36 qubit chip",8,0.08,0.92,0.93,0.92
you will implement these algorithms on quantum computers or simulators to develop quantum machine learning based parameterizations,39,0.05,0.85,0.92,0.75
Further aspects provide a quantum computer comprising the device,21,0.02,0.87,0.91,0.76
The National Quantum Office ’ s collaboration with the Finnish quantum ecosystem is a tremendous opportunity to develop competitive and world leading quantum technologies,27,0.05,0.87,0.94,0.84
"at Q-NEXT, a research consortium focused on quantum information challenges",24,0.11,0.85,0.92,0.56
"The fundamental challenge to quantum computers is that the operations you want to do are noisy,” said Thompson,",19,-0.00,0.86,0.92,0.72
"Moreover, numerous traditional cryptographic algorithms used by blockchain transaction networks are difficult to attack quantum computing",28,0.01,0.88,0.93,0.80
We have great academic capabilities in Australia around quantum computing,31,0.01,0.78,0.90,0.81
by the Defense Advanced Research Projects Agency (DARPA) to develop benchmarks for quantum application performance on large-scale quantum computers,39,0.05,0.85,0.90,0.87
how building a quantum internet to network quantum computers and quantum data might be a foundational system for the evolution of a quantum metaverse,28,0.01,0.88,0.91,0.91
"QphoX is developing the world's first Quantum Modem (TM) , a breakthrough device that will allow the quantum computing industry to scale through connectivity and parallelization and unlock the potential of the Quantum Internet.",32,-0.01,0.83,0.93,0.87
"QphoX is developing the world's first Quantum Modem(TM), a breakthrough device that will allow the quantum computing industry to scale through connectivity and parallelization and unlock the potential of the Quantum Internet.",32,-0.01,0.83,0.93,0.87
facing quantum technologies is the time-frame in which error-corrected quantum computers will be developed,28,0.01,0.88,0.92,0.98
Some prototypes of QPU with hundreds of qubits are already built,29,0.07,0.85,0.93,0.60
"Of course they are far from ""commercially viable"" quantum computer, but with each day new quantum computers are built with increasing number of qubits",8,0.08,0.92,0.94,0.82
Quantum technology in the first era (1st gen quantum) was developed,39,0.05,0.85,0.95,0.60
"On August 25, 2022, Baidu announced its first superconducting quantum computer that fully integrates hardware, software, and applications",36,0.08,0.83,0.92,0.63
Baidu also announced a plan to develop a 36-qubit quantum chip,36,0.08,0.83,0.92,0.64
"Within the last year, there has been rapid convergence within organizations around plans to build large-scale quantum systems",8,0.08,0.92,0.97,0.56
Economou’s Center for Quantum Information Science and Engineering focuses on researching quantum computing and communications,24,0.11,0.85,0.93,0.64
"As more applications for these new quantum technologies are realized, companies also are establishing their own quantum programs, Economou says",19,-0.00,0.86,0.92,0.77
To build quantum computers that are useful and available to people everywhere” — they are hiring for a ton of different roles that are relevant to people of varying backgrounds,8,0.08,0.92,0.91,0.78
"To help organizations with their plans, NIST and the Department of Homeland Security developed the Post-Quantum Cryptography Roadmap",39,0.05,0.85,0.91,0.74
using powerful quantum computers is a major concern in the future,2,0.01,0.91,0.92,0.83
"ColdQuanta, Inc., a US-based company that builds quantum computers and quantum sensing technologies,",29,0.07,0.85,0.92,0.66
There has been a development of encryption standards based on quantum cryptography,28,0.01,0.88,0.91,0.86
The Beijing-based company has also developed a 36-qubit quantum chip,30,-0.02,0.90,0.97,0.69
The current quantum computers are still limited in size because qubits (the building blocks of these computers; particles sometimes smaller than an atom) are extremely sensitive to disturbances,28,0.01,0.88,0.91,0.95
"a conventional computer, and the technical challenges to build a usable quantum computing device are immense",8,0.08,0.92,0.96,0.58
taking place in the UK now to develop quantum computers is the first step towards this exciting future,8,0.08,0.92,0.95,0.67
Microsoft pioneered innovation in the quantum computing world recently by announcing they,31,0.01,0.78,0.92,0.73
"The company harnesses quantum mechanics to build and integrate quantum computers, sensors, and networks",29,0.07,0.85,0.91,0.80
Demand for the world’s first utility-scale quantum computers will be extreme,11,0.12,0.95,0.95,0.69
"a handful of companies globally are developing quantum computers and Heaney has been working with IBMs quantum hardware and Qiskit software, supported by LAS, for three years",28,0.01,0.88,0.94,0.84
We have also provided a recipe for the implementation of this method on a universal quantum computer using the Quantum Restricted Boltzmann Machine algorithm,22,0.03,0.79,0.92,0.68
"a computational operation on two quantum bits (a CNOT gate) and a logical T gate, which is particularly difficult to implement using fault-tolerant quantum bits",28,0.01,0.88,0.91,0.88
Applications of Quantum Dots       Quantum dots are semiconductor nanocrystals,11,0.12,0.95,0.99,0.45
"We managed to build a couple quantum processors from scavenged parts,",26,0.16,0.94,0.93,0.77
Our work provides       guidance to develop advanced quantum classifiers on near-term quantum devices       and opens up an avenue to explore potential quantum advantages in various       classification tasks,21,0.02,0.87,0.91,0.80
"is the integer factorization method based on a nuclear magnetic resonance (NMR) quantum processor, which is used to realize small quantum computer technology",2,0.01,0.91,0.93,0.78
"Yet, quantum technology is still very much at the proof-of-concept stage",28,0.01,0.88,0.91,0.89
"Since this announcement, companies have continued to advance their quantum computing capabilities",31,0.01,0.78,0.92,0.73
SEEQC is developing the first fully digital quantum computing platform for global businesses,30,-0.02,0.90,0.98,0.72
we provide a quantum       algorithm to implement the Petz recovery channel,21,0.02,0.87,0.93,0.67
"In this article, we provide a new continuous-time quantum",7,0.74,0.97,1.00,0.13
"Zapata Computing, Inc. builds quantum-ready applications(R) for enterprise on Orquestra(R),",29,0.07,0.85,0.92,0.63
"Quantum Exponential Group plc (AQUIS: QBIT), a company focused on investing in quantum technology",24,0.11,0.85,0.95,0.59
"MZM lattices as a platform for future topological quantum computation,"" said the paper",18,0.02,0.85,0.93,0.59
The Co-Design Center for Quantum Advantage and its affiliated researchers are leaders in advancing quantum-based applications through scientific research,28,0.01,0.88,0.93,0.78
the power that's related to the number of qubits,35,0.14,0.84,0.92,0.59
They are providing the missing component to build technologically and economically effective quantum networks,21,0.02,0.87,0.91,0.83
"for learning quantum computing, the Xanadu Quantum Codebook, will be the foundational resource to educate and train Canada’s future diverse quantum workforce",27,0.05,0.87,0.91,0.83
Xanadu is a Canadian quantum technology company with the mission to build quantum computers that are useful and available to people everywhere,8,0.08,0.92,0.95,0.68
the first European country to develop a quantum computer,39,0.05,0.85,0.90,0.74
"Even if we are successful in developing quantum computing systems and executing on our strategy, competitors in       the industry may achieve technological breakthroughs",8,0.08,0.92,0.92,0.97
Quantum computing is in its relative infancy as a technology,2,0.01,0.91,0.94,0.79
"Furthermore, from an experimental perspective, it is difficult to build a quantum computing device",8,0.08,0.92,0.95,0.88
"Quantum computing will enable much faster data processing speeds, meaning more data can be processed and more complex models can be developed",32,-0.01,0.83,0.90,0.99
ZX-Calculus is a versatile graphical language for quantum computation       equipped with an equational theory,28,0.01,0.88,0.90,0.85
"In parallel with advancing the H-series hardware capabilities, Quantinuum also develops the software and algorithms to be used on quantum computers",39,0.05,0.85,0.94,0.64
QuPharm intends to build and deliver a full-stack quantum computer for pharmaceutical drug development,26,0.16,0.94,0.95,0.73
Quantum Brilliance is developing diamond-based quantum computers that are smaller than mainframe quantum computers and operate under less extreme conditions than most quantum systems,8,0.08,0.92,0.95,0.78
Its role would be to deliver the quantum keys that provide security for quantum encryption of communications,22,0.03,0.79,0.90,0.72
Shor’s algorithm is developed,30,-0.02,0.90,0.93,0.88
"as the next frontier in computation, Quantum       Computing is still in an early stage of development",27,0.05,0.87,0.90,0.98
the most exciting application of near-term quantum computers is the simulation of materials,28,0.01,0.88,0.91,0.93
planqc is building quantum computers that store information in individual atoms –,29,0.07,0.85,0.95,0.51
Our quantum computers are available via private cloud and on Amazon Braket,28,0.01,0.88,0.92,0.86
It is great to see the NIST post-quantum cryptography standardization effort,11,0.12,0.95,0.91,0.75
"aiming to have developed individual, fully integrated QPUs offering hundreds of qubits networked together",39,0.05,0.85,0.90,0.88
"Daan Sprenkels, who is researching post-quantum cryptography at Radboud University,",2,0.01,0.91,0.91,0.90
QuiX Quantum’s processors are already world leading and ideally suited to create the most powerful photonic quantum computer we have yet seen,8,0.08,0.92,0.92,0.88
"of developing good quality quantum processing units, it is the moment to       rethink the approach to advance quantum computing research",2,0.01,0.91,0.91,0.87
We set out to build a quantum computer capable of solving real-world problems,29,0.07,0.85,0.92,0.69
IonQ's ability to further develop and advance its quantum computers,30,-0.02,0.90,0.94,0.78
"The first step, of course, is building a practical quantum computer",26,0.16,0.94,0.99,0.51
"to technologies such as AI, automation and now quantum computing are enabling businesses to sift through the massive proliferation of data and use it as a source of innovation across ecosystems",32,-0.01,0.83,0.90,0.74
"However, quantum computing is still in its early stages, and there are many unknowns about the industry",2,0.01,0.91,0.93,0.79
"D-Wave Systems Inc. (""D-Wave"") is a leader in the development and delivery of quantum computing systems, software, and services and is the only company building both annealing quantum computers and gate-model quantum computers",28,0.01,0.88,0.91,0.86
"However, to harness this security promise, the implementation of QKD must be immaculate, from the construction of quantum devices to side-channel attacks, which is a major challenge in practice",34,0.09,0.84,0.91,0.80
"In a very real sense, the push to build a viable quantum computer",26,0.16,0.94,0.92,0.81
classical computation within a quantum program is an important direction for the future of quantum computing,12,0.02,0.87,0.93,0.77
"Quantum processors, however, are early in their development and to promote and accelerate innovation it is crucial",2,0.01,0.91,0.92,0.98
"D-Wave provides the only complete end-to-end quantum solutionencompassing hardware, software, real-time quantum cloud service, developer tools and powerful quantum hybrid solvers, and is the only company building both annealing and gate-model quantum computers",34,0.09,0.84,0.90,0.99
"a leader in quantum computing systems, software, and services, and the only company building both quantum annealing and gate-based quantum computers, announced today it",36,0.08,0.83,0.90,0.58
"In order to improve the exploration capability of the pathfinder algorithm, the concept of quantum computing is introduced and a new quantum coded pathfinder optimization algorithm (QPFA) is proposed",32,-0.01,0.83,0.90,0.92
"Since the time scale of noise is generally slower than one microsecond, a quantum gate such as the one developed by the Japanese researchers – which is sufficiently faster than this – can avoid the degradation of calculation accuracy due to noise, which the researchers say brings us much closer to realising a practical quantum computer",19,-0.00,0.86,0.92,0.97
"The National Science Foundation Research Traineeship Program (NRT) awarded a $3 million Collaborative Grant to the University of Georgia (UGA) and the University of Tennessee, Knoxville, to develop a Quantum Networks",39,0.05,0.85,0.93,0.65
"D-Wave is the first company to bring to market a real-time, cloud-based annealing quantum computer solution",2,0.01,0.91,0.90,0.95
"$199,221 grant to Kenyon College to fund research in quantum computing",31,0.01,0.78,0.92,0.73
"While the quantum computer will be available,       these encrypted data can be exposed by the quantum computer",2,0.01,0.91,0.91,0.90
"This is because quantum computing enables exponentially faster computation, which has the potential to break these factoring complexities",8,0.08,0.92,0.90,0.89
They also provide a protocol for the implementation of this method on a digital quantum simulator using the Quantum Restricted Boltzmann Machine algorithm,22,0.03,0.79,0.92,0.71
commenting on a recent agreement between the company and Mastercard to build innovative quantum computing applications,26,0.16,0.94,0.96,0.58
"Moreover, we identify novel physics-informed performance       metrics and controls that enable QCNs to leverage the state-of-the-art       advancements in quantum technologies to enhance their performance",32,-0.01,0.83,0.91,0.84
"Apart from Qian Shi, Baidu has recently developed the design of a 36-qubit superconducting quantum chip",30,-0.02,0.90,0.97,0.69
The Institute for Quantum Computing at Baidu Research aims at building full-stack quantum software and hardware solutions and focuses on the breakthrough in fundamental Quantum research,24,0.11,0.85,0.93,0.61
The topological model for quantum computation is an inherently fault-tolerant       model built on anyons in topological phases of matter,34,0.09,0.84,0.91,0.75
A recent study developed a novel photocatalytic quantum,30,-0.02,0.90,0.95,0.78
"On quantum computing, he added, “Quantum computing is still in its early stages of development, but it has the potential to revolutionize digital transformation",8,0.08,0.92,0.90,0.97
Quantum computers could be used to solve complex problems that are currently beyond the capabilities of traditional computers,28,0.01,0.88,0.92,0.91
quantum blockchains are still in their early stages and have not yet been implemented into mainstream use,8,0.08,0.92,0.92,0.93
Baidu has also developed the design of a 36-qubit superconducting quantum chip recently,30,-0.02,0.90,0.97,0.69
there are more curious scientists and engineers who have chosen this field because they want to build quantum computers,8,0.08,0.92,0.94,0.72
"China, US and the EU have initiated projects in quantum computing, but current real-world applications are still very basic and limited to a small group of people",28,0.01,0.88,0.91,0.92
you advance into Quantum computing,31,0.01,0.78,0.92,0.73
"Building an impactful quantum computer is a monumental task on all fronts,"" said Trout,",19,-0.00,0.86,0.91,0.88
Quantum computers may use quantum bits or qubits rather than traditional bits to store information,35,0.14,0.84,0.91,0.78
UCLA-led team develops new approach for building quantum computers,30,-0.02,0.90,0.94,0.78
"The supercomputer, named Qian Shi, offers a quantum computing service to the public with 10 quantum bits (qubits) of power",20,0.03,0.73,0.92,0.75
A quantum Turing machine is a theoretical model,28,0.01,0.88,0.93,0.76
The grant will provide a boost to QS’ work developing and commercializing its INFIQ quantum,21,0.02,0.87,0.91,0.84
Microwave-optics entanglement is a vital component for building hybrid quantum networks,28,0.01,0.88,0.93,0.80
QCI has developed a room-temperatureEntropy Quantum System (EQC) for solving real world business problems,39,0.05,0.85,0.96,0.54
The division is developing quantum hardware as well as software that can run on quantum chips,39,0.05,0.85,0.96,0.57
"Google has stated that its goal is to build a “useful, error-corrected” quantum computer",26,0.16,0.94,0.99,0.68
quantum        IQM teams to develop application-specific quantum processors,39,0.05,0.85,0.95,0.63
the company announced its first superconducting quantum computer,36,0.08,0.83,0.91,0.58
"Within Reach       Baidu, Inc. (""Baidu"" or the ""Company""), a leading AI company with strong Internet foundation, today announced its first superconducting quantum computer that fully integrates hardware, software, and applications",36,0.08,0.83,0.91,0.60
Quantum computing is advancing,11,0.12,0.95,0.98,0.51
"Baidu announced its first superconducting quantum computer that fully integrates hardware, software, and applications",36,0.08,0.83,0.92,0.63
The Beijing-based company has also developed a 36-qubit quantum system,30,-0.02,0.90,0.95,0.78
"ColdQuanta develops quantum devices and quantum information platforms based on cold-atom technology,",39,0.05,0.85,0.93,0.78
they are working on quantum computing,31,0.01,0.78,0.92,0.73
