document,cluster_id,silhoutte_score,avg_cos_sim_to_centroid,cos_sim_to_centroid,centroid_ratio
"Fri 29 Adds $39 million (1.8%) in MCap, top heavyweight rise in Aerospace & defense sector 1.12",4,0.39,0.89,0.96,0.38
"0.2 Price/MAP50 below 1 and falling       Fri 22 Adds CNY3 billion ($390 million) (2.7%) in MCap, top heavyweight rise in Aerospace products/parts sector",4,0.39,0.89,0.96,0.38
"0.9 Price/MAP50 below 1 and falling       Tue 26 Adds CNY2 billion ($342 million) (2.3%) in MCap, top heavyweight rise in Aerospace products/parts sector",4,0.39,0.89,0.96,0.38
"51.55       Tue 26 Adds CNY2 billion ($342 million) (2.3%) in MCap, top heavyweight rise in Aerospace products/parts sector",4,0.39,0.89,0.96,0.38
"change % Comment       Tue 05 Adds $709,979 (1.3%) in MCap, top heavyweight rise in Aerospace & defense sector",4,0.39,0.89,0.96,0.38
"Wed 13 Adds $1 billion (1.3%) in MCap, top heavyweight rise in Aerospace & defense sector",4,0.39,0.89,0.96,0.38
"change % Comment       Fri 01 Adds $93 million (4.5%) in MCap, top heavyweight rise in Aerospace & defense sector",4,0.39,0.89,0.96,0.38
"Sharing a similar view, AMP senior economist Diana Mousina said there was a drop in shipping costs, air freight and container costs, and commodity prices other than oil",7,0.20,0.80,0.92,0.48
Asia Pacific is estimated to showcase substantial growth backed by the expansion of the aerospace and defense sector,6,0.04,0.77,0.90,0.72
"Rolls Royce ADR (RYCEY: $1.12) adds $39 million (1.8%) in MCap, top heavyweight rise in Aerospace & defense sector",4,0.39,0.89,0.96,0.38
"CAE (CAE: CAD33.88) adds CAD276 million ($215 million) (2.6%) in MCap, top heavyweight rise in Aerospace & defense sector",4,0.39,0.89,0.96,0.38
"The World Economic Forum and others have called SAF ""the only viable option to decrease emissions in the aviation sector",6,0.04,0.77,0.90,0.67
"92552V100       Rocket Lab USA (RKLB: $4.55) adds $125 million (6.3%) in MCap, top heavyweight rise in Aerospace & defense sector",4,0.39,0.89,0.96,0.38
"51.28       Thu 28 Adds CNY2 billion ($340 million) (2.0%) in MCap, top heavyweight rise in Aerospace & defense sector",4,0.39,0.89,0.96,0.38
"RPC % * Comment       Fri 22 Adds CNY3 billion ($390 million) (2.7%) in MCap, top heavyweight rise in Aerospace products/parts sector",4,0.39,0.89,0.96,0.38
"Steepest Fall       Tue 26 Adds CNY2 billion ($342 million) (2.3%) in MCap, top heavyweight rise in Aerospace products/parts sector",4,0.39,0.89,0.96,0.38
"RPC % * Comment       Fri 22 Adds EUR167 million ($170 million) (1.4%) in MCap, top heavyweight rise in Aerospace & defense sector",4,0.39,0.89,0.96,0.38
"20.5       Wed 27 Adds CAD32 million ($25 million) (1.8%) in MCap, top heavyweight rise in Aerospace & defense sector",4,0.39,0.89,0.96,0.38
"138 -1.0 -1.6 Steepest Fall       Thu 28 Adds GBP23 million ($27 million) (3.9%) in MCap, top heavyweight rise in Aerospace & defense sector",4,0.39,0.89,0.96,0.38
"A Share (600893: CNY52.30) adds CNY2 billion ($340 million) (2.0%) in MCap, top heavyweight rise in Aerospace & defense sector",4,0.39,0.89,0.96,0.38
The airlines are cutting flights on major routes as part of measures to reduce operating cost,7,0.20,0.80,0.93,0.47
"50.98       Fri 22 Adds CNY3 billion ($390 million) (2.7%) in MCap, top heavyweight rise in Aerospace products/parts sector",4,0.39,0.89,0.96,0.38
"Mon 25 Loses CNY2 billion ($228 million) (1.5%) in MCap, steepest heavyweight fall in Aerospace products/parts sector 51.55 -1.5 -0.9 Steepest Fall       Tue 26 Adds CNY2 billion ($342 million) (2.3%) in MCap, top heavyweight rise in Aerospace products/parts sector",4,0.39,0.89,0.96,0.38
"Dr Cock said negotiations with airlines were ""tough"", especially in a climate of a global pandemic and rising aviation fuel costs",7,0.20,0.80,0.92,0.45
"Holidaymakers are facing higher ticket prices, with summer fares 13% higher than the pre-pandemic comparable period as easyJet battles to contain costs",7,0.20,0.80,0.90,0.51
"1.5       Mon 25 Loses CNY2 billion ($228 million) (1.5%) in MCap, steepest heavyweight fall in Aerospace products/parts sector 51.55 -1.5 -0.9 Steepest Fall       Tue 26 Adds CNY2 billion ($342 million) (2.3%) in MCap, top heavyweight rise in Aerospace products/parts sector",4,0.39,0.89,0.96,0.38
"A Share (600009: CNY52.75) adds CNY2 billion ($342 million) (2.3%) in MCap, top heavyweight rise in Aerospace products/parts sector",4,0.39,0.89,0.96,0.38
"Fri 22 Adds EUR167 million ($170 million) (1.4%) in MCap, top heavyweight rise in Aerospace & defense sector",4,0.39,0.89,0.96,0.38
"This will augment the growth of the aviation sector,",6,0.04,0.77,0.91,0.74
"about this increase in flights to New York, “The addition of another weekly flight to New York during the winter season is a clear indicator that our flight over the Atlantic is working out well and that it represents one of Air Serbia’s strongest routes",3,0.15,0.77,0.95,0.35
We’ve seen a big increase in travel lately and especially in international travel,3,0.15,0.77,0.91,0.46
"50.48       Wed 20 Adds CNY7 billion ($1 billion) (6.0%) in MCap, top heavyweight rise in Aerospace & defense sector",4,0.39,0.89,0.96,0.38
"1.6       Wed 20 Adds CAD32 million ($25 million) (1.7%) in MCap, top heavyweight rise in Aerospace & defense sector",4,0.39,0.89,0.96,0.38
Milley said the number of intercepts by Chinese aircraft and ships in the Pacific region with U.S. and other partner forces has increased significantly over that time,3,0.15,0.77,0.92,0.44
"A Share adds CNY3 billion ($390 million) (2.7%) in MCap, top heavyweight rise in Aerospace products/parts sector",4,0.39,0.89,0.96,0.38
"Steepest Fall       Fri 22 Adds CNY3 billion ($390 million) (2.7%) in MCap, top heavyweight rise in Aerospace products/parts sector",4,0.39,0.89,0.96,0.38
"Tue 19 Adds CNY383 million ($57 million) (1.5%) in MCap, top heavyweight rise in Aerospace & defense sector",4,0.39,0.89,0.96,0.38
"5,630       Wed 20 Adds KRW3 billion ($3 million) (2.3%) in MCap, top heavyweight rise in Aerospace products/parts sector 5,760",4,0.39,0.89,0.96,0.38
"26.22 -1.1 -1.5 Price/MAP50 below 1 and falling       Thu 21 Adds CAD7 million ($6 million) (2.3%) in MCap, top heavyweight rise in Aerospace & defense sector",4,0.39,0.89,0.96,0.38
"Dassault Aviation adds EUR167 million ($170 million) (1.4%) in MCap, top heavyweight rise in Aerospace & defense sector",4,0.39,0.89,0.96,0.38
"RPC % * Comment       Mon 18 Adds GBP548 million ($650 million) (2.2%) in MCap, top heavyweight rise in Aerospace & defense sector",4,0.39,0.89,0.96,0.38
"0.56       Thu 21 Adds RUB24 billion ($442 million) (8.4%) in MCap, top heavyweight rise in Aerospace & defense sector",4,0.39,0.89,0.96,0.38
"Mr Mayur Patel, head of Asia at OAG Aviation, noted that the gates at T1 are getting increasingly congested as flights increase post-pandemic",3,0.15,0.77,0.92,0.45
"4295868551       Dassault Aviation (AM: EUR141.30) adds EUR167 million ($170 million) (1.4%) in MCap, top heavyweight rise in Aerospace & defense sector",4,0.39,0.89,0.96,0.38
"A Share (600009: CNY52.35) adds CNY3 billion ($390 million) (2.7%) in MCap, top heavyweight rise in Aerospace products/parts sector",4,0.39,0.89,0.96,0.38
"4295867687       Dassault Aviation (AM: EUR141.30) adds EUR167 million ($170 million) (1.4%) in MCap, top heavyweight rise in Aerospace & defense sector",4,0.39,0.89,0.96,0.38
PM       China’s Premier Li Keqiang has said all international students may return to China as the country considers increasing international flights more than two years into the pandemic,3,0.15,0.77,0.91,0.50
China’s Premier Li Keqiang has said all international students may return to China as the country considers increasing international flights more than two years into the pandemic,3,0.15,0.77,0.91,0.50
The two sides agreed to encourage their airlines to increase flights,3,0.15,0.77,0.91,0.46
"9.9       Mon 18 Adds RUB6 billion ($109 million) (6.2%) in MCap, top heavyweight rise in Aerospace & defense sector",4,0.39,0.89,0.96,0.38
"Passengers have faced delays and cancellations in recent months, largely due to staff shortages in the aviation industry",6,0.04,0.77,0.90,0.64
"Wed 20 Adds CAD32 million ($25 million) (1.7%) in MCap, top heavyweight rise in Aerospace & defense sector",4,0.39,0.89,0.96,0.38
"RPC % * Comment       Thu 14 Adds $13 million (1.1%) in MCap, top heavyweight rise in Aerospace & defense sector",4,0.39,0.89,0.96,0.38
"A Share (600893: CNY53.50) adds CNY7 billion ($1 billion) (6.0%) in MCap, top heavyweight rise in Aerospace & defense sector",4,0.39,0.89,0.96,0.38
"2.1       Mon 18 Adds GBP548 million ($650 million) (2.2%) in MCap, top heavyweight rise in Aerospace & defense sector",4,0.39,0.89,0.96,0.38
"RPC % * Comment       Thu 14 Adds CNY3 billion ($482 million) (2.9%) in MCap, top heavyweight rise in Aerospace & defense sector",4,0.39,0.89,0.96,0.38
"Bombardier Class B (BBD.B: CAD22.64) adds CAD32 million ($25 million) (1.7%) in MCap, top heavyweight rise in Aerospace & defense sector",4,0.39,0.89,0.96,0.38
"This aims to stimulate and boost both domestic and international travel by getting airlines to increase seat capacity, introduce new flight routes and expand chartered flights to secondary tourism provinces to ensure comprehensive income distribution",3,0.15,0.77,0.93,0.43
"Until we get enough pilots trained and employed, airlines and passengers will notice the higher costs and flight delays and cancellations",7,0.20,0.80,0.94,0.40
"CAE (CAE: CAD33.71) adds CAD305 million ($236 million) (2.9%) in MCap, top heavyweight rise in Aerospace & defense sector",4,0.39,0.89,0.96,0.38
